72,0007RBmg3pQd1I,宋亚轩,https://y.gtimg.cn/music/photo_new/T001R300x300M0000007RBmg3pQd1I.jpg?max_age=2592000,玫瑰少年 (Live),523370,2021-03-12,https://y.gtimg.cn/music/photo_new/T001R300x300M000003yal7K3fzAGl.jpg?max_age=2592000,0007RBmg3pQd1I
73,004WsSbA2VZJd8,刘耀文,https://y.gtimg.cn/music/photo_new/T001R300x300M000004WsSbA2VZJd8.jpg?max_age=2592000,马 (Live),738696,2021-12-18,https://y.gtimg.cn/music/photo_new/T001R300x300M000000mko8y2eLTEx.jpg?max_age=2592000,004WsSbA2VZJd8
74,002wX7tM3FyWIk,刘耀文,https://y.gtimg.cn/music/photo_new/T001R300x300M000002wX7tM3FyWIk.jpg?max_age=2592000,Got You,3010362,2021-09-23,https://y.gtimg.cn/music/photo_new/T001R300x300M000000mko8y2eLTEx.jpg?max_age=2592000,002wX7tM3FyWIk
75,0001iyEl2Qcrz8,刘耀文,https://y.gtimg.cn/music/photo_new/T001R300x300M0000001iyEl2Qcrz8.jpg?max_age=2592000,巴比伦 (Live),2333891,2021-04-05,https://y.gtimg.cn/music/photo_new/T001R300x300M000000mko8y2eLTEx.jpg?max_age=2592000,0001iyEl2Qcrz8
76,0016tevP0Nz9qf,刘耀文,https://y.gtimg.cn/music/photo_new/T001R300x300M0000016tevP0Nz9qf.jpg?max_age=2592000,甜秘密 + 恶之必要 (Live),1256771,2021-07-10,https://y.gtimg.cn/music/photo_new/T001R300x300M000000mko8y2eLTEx.jpg?max_age=2592000,0016tevP0Nz9qf
77,0006uz6t13915d,刘耀文,https://y.gtimg.cn/music/photo_new/T001R300x300M0000006uz6t13915d.jpg?max_age=2592000,The Dream,1395977,2019-12-22,https://y.gtimg.cn/music/photo_new/T001R300x300M000000mko8y2eLTEx.jpg?max_age=2592000,0006uz6t13915d
78,002K5u2B0av5I8,刘耀文,https://y.gtimg.cn/music/photo_new/T001R300x300M000002K5u2B0av5I8.jpg?max_age=2592000,让一让 (Live),1025879,2020-12-08,https://y.gtimg.cn/music/photo_new/T001R300x300M000000mko8y2eLTEx.jpg?max_age=2592000,002K5u2B0av5I8
79,0037r3l33mnIPW,刘耀文,https://y.gtimg.cn/music/photo_new/T001R300x300M0000037r3l33mnIPW.jpg?max_age=2592000,万里长城 (Live),208013,2019-02-27,https://y.gtimg.cn/music/photo_new/T001R300x300M000000mko8y2eLTEx.jpg?max_age=2592000,0037r3l33mnIPW
80,002gsn4o3dwZQq,刘耀文,https://y.gtimg.cn/music/photo_new/T001R300x300M000002gsn4o3dwZQq.jpg?max_age=2592000,母系社会 (Live),1615789,2021-07-10,https://y.gtimg.cn/music/photo_new/T001R300x300M000000mko8y2eLTEx.jpg?max_age=2592000,002gsn4o3dwZQq
81,0014RdwJ0xKKDR,张真源,https://y.gtimg.cn/music/photo_new/T001R300x300M0000014RdwJ0xKKDR.jpg?max_age=2592000,白媚生 (Live),473361,2021-12-18,https://y.gtimg.cn/music/photo_new/T001R300x300M000000c1x452OEKGL.jpg?max_age=2592000,0014RdwJ0xKKDR
82,001FnGSF4IeV0B,张真源,https://y.gtimg.cn/music/photo_new/T001R300x300M000001FnGSF4IeV0B.jpg?max_age=2592000,心桥,1404380,2020-05-14,https://y.gtimg.cn/music/photo_new/T001R300x300M000000c1x452OEKGL.jpg?max_age=2592000,001FnGSF4IeV0B
83,001DDwgo2N2U4Z,张真源,https://y.gtimg.cn/music/photo_new/T001R300x300M000001DDwgo2N2U4Z.jpg?max_age=2592000,光影,541010,2018-10-22,https://y.gtimg.cn/music/photo_new/T001R300x300M000000c1x452OEKGL.jpg?max_age=2592000,001DDwgo2N2U4Z
