alpha_2,region,,flag,大洲:,origin name,Let's Go,,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01
MA,摩洛哥,其他,https://www.fluentpython.com/data/flags/ma/ma.gif,非洲,MA,0,0,81508776,203771940,366789492,570561432,1141122864,1548666744,2078473788,2445263280,2893561548,3056579100,3219596652,3301105428,3423368592,3545631756,3708649308,3953175636,4360719516,4768263396,5298070440,5542596768,5909386260,6072403812,6194666976,6357684528,6479947692,6642965244,6805982796,7009754736,7295035452,7906351272,8558421480,8884456584,9292000464,9536526792,9821807508,10066333836,10351614552,10636895268,10881421596,11207456700,11696509356,12552351504,13326684876,13774983144,14264035800,14712334068,15079123560,15405158664,15690439380,16179492036,16587035916,17035334184,17442878064,18176457048,18869281644,19358334300,19969650120,20377194000,20907001044,21436808088,22007369520,22537176564,23026229220,23556036264,24330369636,25349229336,26327334648,27264685572,28079773332,28731843540,29465422524,30199001508,31014089268,31951440192,32807282340,33703878876,34518966636,35578580724,36719703588,37697808900,38635159824,39368738808,40061563404,40754388000,41569475760,42506826684,43444177608,44585300472,45930195276,47845651512,49516581420,51350528880,53021458788,54814651860,56648599320,58401038004,59949704748,61294599552,62884020684,64351178652,65981354172,67774547244,69526985928,70790371956,71972249208,72787336968,73602424728,74376758100,75028828308,75599389740,76129196784
ZM,赞比亚,其他,https://www.fluentpython.com/data/flags/zm/zm.gif,非洲,ZM,0,0,0,244526328,244526328,244526328,244526328,244526328,692824596,896596536,896596536,896596536,896596536,896596536,896596536,896596536,896596536,896596536,1263386028,1263386028,1426403580,1426403580,1426403580,1956210624,2119228176,2282245728,2445263280,2445263280,3097333488,3097333488,3260351040,3260351040,3423368592,3545631756,3667894920,3667894920,3790158084,3790158084,3790158084,3871666860,4075438800,4279210740,4482982680,4686754620,4809017784,5094298500,5298070440,5501842380,5990895036,6072403812,6357684528,6561456468,6561456468,7172772288,7417298616,8436158316,8925210972,9210491688,9414263628,9618035568,10392368940,11044439148,11696509356,12430088340,13122912936,13367439264,15201386724,16464772752,17035334184,17891176332,18502492152,19032299196,19969650120,20662474716,21029264208,21803597580,22333404624,23637545040,24819422292,25675264440,26408843424,26816387304,27753738228,28731843540,29546931300,30199001508,31136352432,31625405088,32399738460,33214826220,34070668368,35252545620,36149142156,37412528184,38757422988,40428352896,42180791580,43892475876,45400388232,46704528648,48375458556,50250160404,52410142968,54529371144,57096897588,59501406480,61335353940,63413827728,65329283964,67733792856,69649249092,71483196552,72339038700
ZW,津巴布韦,其他,https://www.fluentpython.com/data/flags/zw/zw.gif,非洲,ZW,0,0,0,0,0,0,0,0,122263164,122263164,163017552,163017552,163017552,163017552,163017552,163017552,285280716,407543880,407543880,489052656,529807044,529807044,570561432,692824596,733578984,733578984,733578984,855842148,1018859700,1141122864,1263386028,1304140416,1344894804,1385649192,1426403580,1507912356,1630175520,1670929908,1752438684,1833947460,1956210624,2486017668,2771298384,3056579100,3138087876,3545631756,3993930024,4279210740,4442228292,4890526560,5257316052,5664859932,5909386260,6479947692,7050509124,7498807392,8028614436,8639930256,9210491688,9740298732,10433123328,11166702312,11655754968,12226316400,12959895384,13652719980,14916106008,16057228872,16750053468,17891176332,18747018480,19725123792,20703229104,22048123908,22740948504,23841316980,24574895964,25919790768,26653369752,27998264556,28731843540,29750703240,30117492732,31054843656,31992194580,32848036728,33866896428,34600475412,35456317560,36434422872,37575545736,38472142272,39409493196,41243440656,42751353012,44014739040,45033598740,46908300588,48334704168,49516581420,51513546432,52939950012,54203336040,56159546664,58441792392,60764792508,62517231192,63984389160,64962494472,67040968260,68589635004,70260564912,71849986044
GH,加纳,其他,https://www.fluentpython.com/data/flags/gh/gh.gif,非洲,GH,0,0,244526328,244526328,326035104,326035104,652070208,652070208,774333372,937350924,1059614088,1181877252,1181877252,1222631640,1304140416,1426403580,1507912356,1589421132,1793193072,1996965012,2159982564,2363754504,2445263280,2526772056,2567526444,2649035220,2649035220,2852807160,2975070324,3056579100,3219596652,3260351040,3341859816,3341859816,3464122980,3504877368,3749403696,3830912472,3993930024,4116193188,4197701964,4442228292,4564491456,4686754620,4768263396,4809017784,4972035336,5094298500,5298070440,5420333604,5705614320,5990895036,6357684528,6602210856,7091263512,7702579332,7987860048,8313895152,8843702196,9088228524,9536526792,10107088224,10473877716,11166702312,11615000580,12063298848,12633860280,13367439264,13978755084,14753088456,15486667440,16057228872,16627790304,17198351736,17809667556,18461737764,19032299196,19725123792,20621720328,21436808088,22211141460,23189246772,23800562592,24574895964,25186211784,25716018828,26408843424,27223931184,28161282108,29180141808,30117492732,31095598044,32277475296,34029913980,35986124604,37779317676,39654019524,41814002088,43770212712,44952089964,46623019872,48579230496,50779967448,52939950012,55099932576,57259915140,59745932808,61783652208,63658354056,65981354172,67978319184,70179056136,71727722880
NG,尼日利亚,其他,https://www.fluentpython.com/data/flags/ng/ng.gif,非洲,NG,0,0,40754388,163017552,244526328,285280716,366789492,448298268,570561432,652070208,733578984,815087760,937350924,1018859700,1141122864,1263386028,1385649192,1467157968,1548666744,1630175520,1711684296,1793193072,1915456236,1996965012,2200736952,2282245728,2404508892,2526772056,2608280832,2689789608,2852807160,2934315936,3097333488,3219596652,3301105428,3464122980,3749403696,4034684412,4319965128,4605245844,4890526560,5216561664,5542596768,5787123096,6031649424,6316930140,6724474020,7050509124,7458053004,7865596884,8191631988,8558421480,9047474136,9455018016,9862561896,10270105776,10718404044,11166702312,11655754968,12226316400,12715369056,13367439264,13774983144,14264035800,14712334068,15242141112,15934965708,16587035916,16994579796,17646650004,18257965824,18828527256,19399088688,19847386956,20377194000,20907001044,21436808088,22088878296,22822457280,23515281876,24126597696,24778667904,25349229336,25960545156,26571860976,27223931184,27916755780,28772597928,29506176912,30280510284,31421633148,32522001624,33540861324,34967264904,36719703588,38349879108,39939300240,41691738924,43525686384,44952089964,46745283036,48416212944,50168651628,52043353476,54121827264,55792757172,57626704632,59338388928,61172336388,62965529460,64677213756,66307389276,68019073572
AO,安哥拉,其他,https://www.fluentpython.com/data/flags/ao/ao.gif,非洲,AO,0,0,81508776,163017552,326035104,366789492,489052656,529807044,570561432,570561432,611315820,652070208,692824596,692824596,692824596,733578984,774333372,774333372,855842148,978105312,1100368476,1100368476,1141122864,1263386028,1426403580,1467157968,1507912356,1589421132,1711684296,1711684296,1793193072,1833947460,1915456236,1915456236,1956210624,2037719400,2078473788,2159982564,2241491340,2445263280,2608280832,2730543996,2812052772,3056579100,3178842264,3341859816,3423368592,3708649308,3830912472,4034684412,4319965128,4564491456,4768263396,5094298500,5461087992,5705614320,5868631872,6072403812,6357684528,6846737184,7295035452,7621070556,7784088108,7906351272,8110123212,8517667092,8802947808,9414263628,9984825060,10799912820,11248211088,11737263744,12226316400,12919140996,13489702428,14060263860,14834597232,15649684992,16261000812,16913071020,17687404392,18380228988,19154562360,19684369404,20417948388,21070018596,21885106356,22740948504,23515281876,24208106472,25023194232,25960545156,26938650468,28242790884,29261650584,30402773448,31625405088,33500106936,35089528068,36515931648,38146107168,39531756360,41121177492,42343809132,44544546084,46011704052,47438107632,48538476108,49720353360,51269020104,52817686848,53755037772,54692388696
MG,马达加斯加,其他,https://www.fluentpython.com/data/flags/mg/mg.gif,非洲,MG,0,0,163017552,244526328,366789492,407543880,570561432,692824596,815087760,978105312,1059614088,1141122864,1263386028,1344894804,1344894804,1426403580,1467157968,1670929908,1711684296,1793193072,1996965012,2037719400,2159982564,2363754504,2404508892,2567526444,2689789608,2893561548,3097333488,3260351040,3382614204,3790158084,4238456352,4564491456,4849772172,5216561664,5461087992,5746368708,6194666976,6479947692,6846737184,7335789840,7702579332,8232386376,8680684644,8965965360,9292000464,9903316284,10351614552,10759158432,11329719864,11900281296,12389333952,12796877832,13285930488,13774983144,14264035800,14916106008,15649684992,16261000812,16913071020,17646650004,18461737764,19073053584,19521351852,20214176448,21151527372,22211141460,23148492384,24208106472,24982439844,25797527604,26368089036,27468457512,28202036496,28976369868,29709948852,30606545388,31095598044,32155212132,32562756012,32970299892,33500106936,34315194696,34845001740,35456317560,35945370216,36393668484,36964229916,37860826452,38390633496,39083458092,39939300240,40713633612,41487966984,42303054744,43077388116,43729458324,44463037308,44992844352,45604160172,46378493544,47275090080,48171686616,48986774376,49679598972,50127897240,50942985000,51676563984,52287879804,53021458788,53592020220,54121827264
PG,巴布亚,其他,https://www.fluentpython.com/data/flags/pg/pg.gif,澳洲,PG,0,0,0,0,0,774333372,774333372,774333372,978105312,978105312,978105312,978105312,978105312,978105312,978105312,978105312,978105312,1100368476,1100368476,1100368476,1222631640,1344894804,1630175520,1630175520,1630175520,1630175520,1630175520,1915456236,2241491340,2486017668,2486017668,2486017668,2608280832,2608280832,2730543996,2975070324,3097333488,3667894920,3790158084,4156947576,4279210740,4279210740,4279210740,4279210740,4279210740,4401473904,4768263396,4890526560,5012789724,5216561664,5298070440,5461087992,5542596768,5624105544,5705614320,5990895036,6153912588,6398438916,6398438916,6520702080,7132017900,7376544228,7621070556,8354649540,9088228524,9821807508,10229351388,10962930372,11655754968,12104053236,12470842728,13041404160,14345544576,15038369172,15608930604,16301755200,16505527140,17605895616,18584000928,19195316748,19888141344,20458702776,21559071252,22129632684,22659439728,23515281876,24045088920,25308474948,25756773216,26531106588,27264685572,28161282108,28854106704,29791457628,30443527836,31217861208,32114457744,33011054280,33581615712,34926510516,36067633380,36801212364,38064598392,39083458092,40102317792,41121177492,42303054744,43484931996,44911335576,46215475992,46908300588,48171686616,49027528764
UG,乌干达,其他,https://www.fluentpython.com/data/flags/ug/ug.gif,非洲,UG,0,0,0,81508776,163017552,326035104,407543880,570561432,652070208,774333372,1018859700,1141122864,1141122864,1141122864,1181877252,1181877252,1426403580,1467157968,1507912356,1507912356,1507912356,1548666744,1711684296,1833947460,1833947460,1874701848,1915456236,1996965012,2037719400,2119228176,2200736952,2241491340,2363754504,2445263280,2526772056,2852807160,2893561548,2975070324,3056579100,3260351040,3423368592,3627140532,3749403696,3830912472,3993930024,4034684412,4156947576,4319965128,4401473904,4564491456,4768263396,4931280948,5257316052,5420333604,5664859932,5909386260,6031649424,6357684528,6724474020,7009754736,7417298616,7621070556,8069368824,8517667092,8762193420,9006719748,9862561896,10066333836,10514632104,11085193536,11533491804,11981790072,12430088340,12919140996,13245176100,13693474368,14019509472,14549316516,15038369172,15445913052,15649684992,16097983260,16424018364,16709299080,17076088572,17442878064,18013439496,18624755316,19195316748,19888141344,20417948388,21029264208,21681334416,22740948504,24004334532,25267720560,26449597812,27386948736,28691089152,29913720792,31095598044,32155212132,33500106936,35048773680,36841966752,38268370332,39939300240,41814002088,43647949548,45359633844,46419247932,47112072528,48008669064
SN,塞内加尔,其他,https://www.fluentpython.com/data/flags/sn/sn.gif,非洲,SN,0,0,244526328,692824596,1385649192,1874701848,2445263280,2893561548,3464122980,4156947576,4768263396,5257316052,5583351156,5868631872,6316930140,6724474020,7132017900,7376544228,7621070556,8028614436,8558421480,9128982912,9577281180,9984825060,10147842612,10433123328,10881421596,11166702312,11574246192,12185562012,12633860280,13082158548,13774983144,14223281412,14671579680,15242141112,15690439380,16057228872,16587035916,17239106124,17768913168,18217211436,18747018480,19236071136,19725123792,20132667672,20662474716,21518316864,21925860744,22007369520,22129632684,22333404624,22414913400,22537176564,22781702892,22944720444,23107737996,23270755548,23596790652,23759808204,23922825756,24004334532,24126597696,24493387188,24737913516,24900931068,25186211784,25471492500,25919790768,26205071484,26368089036,26531106588,26775632916,27101668020,27509211900,28365054048,29057878644,29424668136,29750703240,29995229568,30402773448,30688054164,31054843656,31421633148,31706913864,32032948968,32358984072,32725773564,33092563056,33418598160,34070668368,34600475412,34926510516,35537826336,36230650932,36841966752,37412528184,37942335228,38349879108,38757422988,39368738808,40102317792,40835896776,41447212596,42262300356,43036633728,43688703936,44381528532,44992844352,45685668948,46174721604,46419247932,47112072528
AF,阿富汗,其他,https://www.fluentpython.com/data/flags/af/af.gif,亚洲,AF,0,0,122263164,244526328,570561432,570561432,692824596,692824596,692824596,774333372,774333372,855842148,1059614088,1059614088,1059614088,1141122864,1385649192,1467157968,1467157968,1467157968,1548666744,1630175520,1711684296,1711684296,1793193072,1793193072,1874701848,1956210624,2037719400,2037719400,2037719400,2037719400,2037719400,2200736952,2200736952,2282245728,2363754504,2526772056,2608280832,2689789608,2771298384,2975070324,3423368592,3586386144,3749403696,3830912472,3912421248,4034684412,4401473904,4605245844,4849772172,5094298500,5257316052,5461087992,5542596768,5624105544,5746368708,5827877484,5990895036,5990895036,6153912588,6153912588,6398438916,6683719632,6887491572,7009754736,7335789840,7743333720,8517667092,8721439032,9047474136,9292000464,9699544344,10025579448,10718404044,10840667208,11288965476,11981790072,12226316400,12756123444,13408193652,14101018248,14590070904,14834597232,15242141112,15853456932,16179492036,16383263976,16872316632,17483632452,18013439496,19113807972,19888141344,21029264208,21599825640,22455667788,22822457280,23841316980,24208106472,24860176680,25675264440,26816387304,27916755780,29302404972,30891826104,31910685804,33337089384,34845001740,36312159708,38023844004,39613265136,41284195044,43810967100
RW,卢旺达,其他,https://www.fluentpython.com/data/flags/rw/rw.gif,非洲,RW,0,0,0,0,0,0,0,0,163017552,163017552,163017552,163017552,163017552,163017552,326035104,326035104,326035104,489052656,652070208,652070208,815087760,978105312,978105312,978105312,978105312,978105312,1100368476,1263386028,1548666744,1548666744,1670929908,2119228176,2119228176,2241491340,2486017668,2975070324,2975070324,2975070324,2975070324,3097333488,3301105428,3301105428,3504877368,3627140532,3749403696,3871666860,4075438800,4401473904,4605245844,4605245844,4605245844,4605245844,4686754620,4686754620,4686754620,4931280948,5175807276,5298070440,5624105544,5624105544,5746368708,6276175752,6765228408,6969000348,7050509124,7376544228,7702579332,7824842496,7947105660,8273140764,8925210972,9128982912,9455018016,9944070672,10310860164,10840667208,11125947924,11615000580,12185562012,12511597116,12919140996,13204421712,13611965592,13815737532,13815737532,14549316516,14916106008,15486667440,15731193768,16016474484,16383263976,17116842960,17442878064,18135702660,19358334300,21029264208,22170387072,23026229220,23719053816,24941685456,25960545156,27223931184,28324299660,29465422524,31706913864,33540861324,34355949084,35130282456,36230650932,37494036960,39001949316,40061563404,41243440656
SO,索马里,其他,https://www.fluentpython.com/data/flags/so/so.gif,非洲,SO,0,0,0,0,0,0,0,326035104,326035104,326035104,448298268,692824596,692824596,896596536,896596536,896596536,1018859700,1507912356,1507912356,1507912356,1589421132,1589421132,1915456236,1996965012,2241491340,2323000116,2404508892,2486017668,2730543996,2812052772,2893561548,2975070324,3097333488,3260351040,3382614204,3464122980,3545631756,3545631756,3545631756,3627140532,3708649308,3790158084,3912421248,3953175636,4075438800,4238456352,4360719516,4482982680,4768263396,5012789724,5216561664,5461087992,5827877484,6031649424,6235421364,6357684528,6683719632,6928245960,7295035452,7621070556,7824842496,8028614436,8313895152,8599175868,9006719748,9373509240,9577281180,9821807508,9944070672,10310860164,10473877716,11003684760,11288965476,11615000580,12185562012,12796877832,12959895384,13571211204,13978755084,14386298964,14834597232,15201386724,15731193768,16301755200,16587035916,16913071020,17402123676,18094948272,18339474600,18950790420,19806632568,20988509820,21762843192,22740948504,23596790652,24452632800,25267720560,26245825872,26938650468,27876001392,29017124256,30158247120,31136352432,32603510400,33337089384,34437457860,35537826336,36230650932,37127247468,38023844004,38798177376,39654019524,40265335344
CI,科特迪瓦,其他,https://www.fluentpython.com/data/flags/ci/ci.gif,非洲,CI,0,0,489052656,896596536,1181877252,1548666744,1793193072,2078473788,2445263280,4319965128,5624105544,5990895036,6316930140,6683719632,7050509124,7498807392,7947105660,8273140764,8721439032,9088228524,9781053120,11085193536,14427053352,14916106008,15242141112,15527421828,15771948156,16016474484,16505527140,17035334184,17442878064,17850421944,19847386956,20214176448,23759808204,24574895964,24941685456,25226966172,25512246888,25919790768,26327334648,26734878528,27142422408,27998264556,28365054048,29506176912,31584650700,32481247236,32929545504,32970299892,32970299892,33011054280,33051808668,33092563056,33133317444,33174071832,33255580608,33337089384,33459352548,33581615712,33622370100,33663124488,33703878876,33703878876,33785387652,33826142040,33907650816,33989159592,34070668368,34152177144,34192931532,34274440308,34355949084,34396703472,34478212248,35252545620,36026878992,36067633380,36108387768,36149142156,36271405320,36393668484,36515931648,36597440424,36638194812,36719703588,36760457976,36923475528,37004984304,37045738692,37127247468,37249510632,37331019408,37494036960,37657054512,37983089616,38105352780,38186861556,38268370332,38390633496,38512896660,38635159824,38716668600,38838931764,38961194928,39083458092,39205721256,39287230032,39409493196,39531756360,39613265136,39694773912,39776282688
ER,厄立特里亚,其他,https://www.fluentpython.com/data/flags/er/er.gif,非洲,ER,0,0,0,0,0,0,0,0,0,0,0,652070208,652070208,652070208,652070208,652070208,652070208,652070208,652070208,652070208,652070208,652070208,652070208,652070208,652070208,652070208,652070208,652070208,652070208,1222631640,1222631640,1222631640,1222631640,1222631640,1222631640,1222631640,1222631640,1222631640,1222631640,1222631640,1222631640,1222631640,1222631640,1222631640,1222631640,1222631640,1222631640,1222631640,1222631640,1222631640,1222631640,2119228176,2812052772,3667894920,3667894920,3667894920,3667894920,3667894920,3667894920,3667894920,4482982680,4482982680,4482982680,4482982680,4482982680,4482982680,5501842380,5501842380,5501842380,5501842380,5501842380,8069368824,8069368824,8843702196,10555386492,10555386492,10555386492,10555386492,10555386492,12185562012,12185562012,12185562012,12185562012,15405158664,15405158664,15405158664,17076088572,17076088572,17076088572,17076088572,17076088572,17076088572,17076088572,17076088572,18461737764,18461737764,18461737764,18461737764,18461737764,18461737764,18461737764,18461737764,18461737764,21233036148,21233036148,22292650236,26368089036,26368089036,26368089036,28528071600,30362019060,32440492848,32440492848
MZ,莫桑比克,其他,https://www.fluentpython.com/data/flags/mz/mz.gif,非洲,MZ,0,0,122263164,244526328,244526328,244526328,244526328,244526328,244526328,244526328,244526328,244526328,244526328,244526328,244526328,244526328,366789492,407543880,529807044,570561432,611315820,611315820,611315820,652070208,733578984,733578984,733578984,896596536,978105312,1181877252,1222631640,1263386028,1385649192,1426403580,1467157968,1467157968,1548666744,1670929908,1670929908,1711684296,1793193072,1833947460,1915456236,1996965012,2078473788,2159982564,2200736952,2241491340,2241491340,2241491340,2241491340,2404508892,2526772056,2608280832,2689789608,2730543996,2852807160,2934315936,3178842264,3341859816,3504877368,3871666860,3993930024,4156947576,4442228292,4646000232,4768263396,4890526560,5094298500,5257316052,5420333604,5664859932,5787123096,6113158200,6357684528,6724474020,6928245960,7172772288,7702579332,8232386376,8680684644,9047474136,9169737300,9495772404,9781053120,10107088224,10514632104,10922175984,11411228640,12063298848,12633860280,13285930488,13774983144,14671579680,15486667440,16220246424,17239106124,18706264092,19602860628,20499457164,21233036148,22129632684,22985474832,24167352084,25104703008,26449597812,27264685572,27835247004,28691089152,29424668136,30321264672,31054843656,31666159476
TJ,塔吉克斯坦,其他,https://www.fluentpython.com/data/flags/tj/tj.gif,亚洲,TJ,0,0,0,0,0,0,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,81508776,122263164,122263164,122263164,163017552,163017552,163017552,163017552,203771940,203771940,244526328,244526328,244526328,244526328,244526328,244526328,285280716,326035104,366789492,366789492,366789492,407543880,407543880,407543880,448298268,489052656,529807044,611315820,652070208,692824596,774333372,815087760,855842148,937350924,978105312,1059614088,1181877252,1263386028,1385649192,1507912356,1711684296,1874701848,2159982564,2363754504,2526772056,2730543996,2975070324,3219596652,3464122980,3749403696,3993930024,4238456352,4523737068,4849772172,5135052888,5379579216,5705614320,5950140648,6357684528,6642965244,7009754736,7417298616,7865596884,8313895152,8925210972,9577281180,10066333836,10514632104,10962930372,11411228640,11900281296,12389333952,12919140996,13408193652,13897246308,14467807740,15038369172,15853456932,16464772752,17035334184,17605895616,18135702660,18706264092,19154562360,19725123792,20295685224,20907001044,21722088804,22496422176,23189246772,23800562592,24493387188,25145457396,25756773216,26327334648,26897896080,27468457512
LS,莱索托,其他,https://www.fluentpython.com/data/flags/ls/ls.gif,非洲,LS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285280716,285280716,285280716,285280716,285280716,285280716,285280716,285280716,285280716,285280716,448298268,448298268,448298268,448298268,448298268,448298268,692824596,692824596,692824596,692824596,815087760,937350924,1670929908,1793193072,2200736952,2323000116,2689789608,3015824712,3586386144,3830912472,3953175636,3953175636,4075438800,4482982680,4972035336,5583351156,5705614320,5827877484,6642965244,6969000348,7091263512,7213526676,7213526676,7213526676,7417298616,7743333720,7947105660,8150877600,8517667092,8802947808,9006719748,9455018016,9781053120,9781053120,9903316284,10025579448,10392368940,10881421596,11003684760,11125947924,11125947924,11655754968,11859526908,12063298848,12185562012,12307825176,12633860280,12959895384,13815737532,14834597232,15282895500,16097983260,16505527140,17157597348,18298720212,19439843076,19888141344,20214176448,20825492268,21477562476,22088878296,22659439728,23841316980,24493387188,24778667904,25267720560,25553001276,25756773216
TD,乍得,其他,https://www.fluentpython.com/data/flags/td/td.gif,非洲,TD,0,0,0,0,0,1263386028,1263386028,1263386028,1263386028,1263386028,1263386028,1915456236,1915456236,2445263280,2445263280,3464122980,3953175636,3953175636,4442228292,4442228292,4442228292,5175807276,5175807276,5175807276,5175807276,6520702080,7743333720,9088228524,9088228524,10351614552,14427053352,14427053352,14427053352,14427053352,14427053352,14834597232,14834597232,14834597232,14834597232,15038369172,15038369172,15038369172,15038369172,15038369172,15282895500,15527421828,15527421828,15771948156,16016474484,16016474484,16016474484,16016474484,16016474484,16016474484,16016474484,16261000812,16261000812,16261000812,16261000812,16261000812,16261000812,16261000812,16261000812,16261000812,16261000812,16546281528,16546281528,16546281528,16546281528,16546281528,16546281528,16546281528,16546281528,16546281528,16546281528,16546281528,16546281528,16546281528,16546281528,16872316632,17116842960,17320614900,17524386840,17728158780,17728158780,17972685108,18176457048,18176457048,18380228988,18380228988,18380228988,18380228988,18584000928,18910036032,19195316748,19684369404,20132667672,20580965940,20580965940,20580965940,20988509820,21559071252,21722088804,21722088804,21722088804,22048123908,22414913400,22414913400,22903966056,23352264324,23678299428,23841316980,24697159128
GM,冈比亚,其他,https://www.fluentpython.com/data/flags/gm/gm.gif,非洲,GM,0,0,0,0,0,0,0,0,0,0,0,0,326035104,326035104,326035104,326035104,326035104,326035104,326035104,326035104,326035104,326035104,326035104,326035104,326035104,570561432,570561432,570561432,570561432,855842148,855842148,855842148,855842148,1100368476,1100368476,1100368476,1100368476,1100368476,1100368476,1100368476,1100368476,1100368476,1100368476,1100368476,1100368476,1507912356,3423368592,5257316052,6031649424,6479947692,6683719632,6683719632,6683719632,6887491572,6887491572,7091263512,7091263512,7091263512,7091263512,7091263512,7539561780,7539561780,7743333720,7947105660,7947105660,8150877600,8599175868,8599175868,8802947808,9006719748,9210491688,9618035568,9618035568,9618035568,9781053120,9984825060,9984825060,9984825060,9984825060,10351614552,10351614552,10351614552,10555386492,11044439148,11044439148,11207456700,11207456700,11655754968,12104053236,12470842728,13000649772,13571211204,13734228756,14712334068,15853456932,16220246424,16709299080,17157597348,17728158780,17972685108,18502492152,19439843076,20132667672,20499457164,20784737880,21355299312,22496422176,22740948504,22985474832,23230001160,23678299428,24248860860,24371124024
HT,海地,其他,https://www.fluentpython.com/data/flags/ht/ht.gif,北美,HT,0,0,0,81508776,163017552,366789492,570561432,652070208,774333372,896596536,978105312,1181877252,1181877252,1181877252,1181877252,1222631640,1263386028,1304140416,1304140416,1304140416,1304140416,1304140416,1344894804,1385649192,1467157968,1548666744,1548666744,1548666744,1630175520,1630175520,1630175520,1670929908,1833947460,1915456236,1956210624,2037719400,2078473788,2241491340,2241491340,2282245728,2363754504,2445263280,2486017668,2649035220,2649035220,2812052772,2975070324,3097333488,3341859816,3423368592,3464122980,3627140532,3627140532,3627140532,3749403696,3830912472,3953175636,3993930024,4116193188,4238456352,4442228292,4523737068,4605245844,4727509008,4768263396,4849772172,5094298500,5216561664,5420333604,5664859932,5705614320,5787123096,5990895036,6113158200,6357684528,6439193304,6887491572,7132017900,7376544228,7580316168,7784088108,7824842496,7987860048,8354649540,8436158316,8599175868,8843702196,9006719748,9169737300,9414263628,9577281180,9903316284,10188597000,10433123328,10677649656,11003684760,11370474252,11737263744,12144807624,12511597116,13041404160,13448948040,13938000696,14386298964,14875351620,15323649888,15812702544,16301755200,16750053468,17116842960,17442878064,17972685108,18420983376
GA,加蓬,其他,https://www.fluentpython.com/data/flags/ga/ga.gif,非洲,GA,0,0,122263164,285280716,366789492,407543880,570561432,733578984,896596536,1344894804,1589421132,1670929908,1915456236,2037719400,2200736952,2363754504,2526772056,2730543996,2893561548,3138087876,3423368592,3627140532,3830912472,3953175636,4075438800,4238456352,4319965128,4319965128,4523737068,4768263396,4890526560,4972035336,5216561664,5338824828,5461087992,5583351156,5705614320,5827877484,5990895036,6072403812,6153912588,6235421364,6357684528,6439193304,6602210856,6724474020,6724474020,6928245960,7050509124,7091263512,7172772288,7254281064,7335789840,7417298616,7498807392,7539561780,7621070556,7743333720,7784088108,7865596884,7947105660,8110123212,8191631988,8273140764,8354649540,8436158316,8476912704,8599175868,8802947808,8884456584,9088228524,9210491688,9332754852,9495772404,9618035568,9740298732,10025579448,10147842612,10310860164,10514632104,10799912820,11003684760,11207456700,11329719864,11492737416,11655754968,11737263744,11941035684,12022544460,12144807624,12267070788,12511597116,12674614668,12959895384,13204421712,13571211204,13815737532,13978755084,14223281412,14386298964,14590070904,14916106008,15201386724,15486667440,15731193768,16016474484,16383263976,16668544692,17035334184,17402123676,17605895616,17728158780,17850421944
